date,loc,count,source,SFIPS,SFIPS,CFIPS,CFIPS,PLFIPS,GNIS-ID-maybe,unclear11,pop1990,pop2000,Name,State-abb,State,unclear17,unclear18,unclear19,unclear20,unclear21,unclear22,unclear23,unclear24,unclear25,Long,Lat
12/12/2011,New York,17,http://articles.orlandosentinel.com/2011-12-15/news/os-occupy-orlando-arrest-chalk-20111215_1_orlando-demonstrator-chalk-sidewalk,36,36,017,017,b'       ',946252,112,0,8008278,NEW YORK,NY,NEW YORK,b'             ',b'             ',b'              ',0,0,0,0,b'             ',0,-73.96542,40.78232
12/12/2011,Denver,13,http://www.nola.com/crime/index.ssf/2011/12/2_arrested_as_occupy_nola_make.html,08,08,031,031,20000,201738,5277,467610,554636,DENVER,CO,COLORADO,1,+,1+,0,200,0,0,L,195,-104.8727,39.768
12/12/2011,Portland,2,"http://www.orlandosentinel.com/news/local/os-occupy-orlando-arrest-jaywalking-20111213,0,6977940.story",41,41,051,051,59000,1136645,b'           ',437319,529121,PORTLAND DOWNTOWN,OR,OREGON,1,b'             ',1,0,4000,2840,0,b'             ',0,-122.68,45.52
12/12/2011,Houston,19,http://www.masslive.com/news/index.ssf/2011/12/brattleboro_police_arrest_11_w.html,48,48,201,201,35000,1380948,b'           ',1630553,1953631,HOUSTON,TX,TEXAS,1,b'             ',1,0,13470,13470,0,b'             ',0,-95.3867,29.7687
12/12/2011,Seattle,11,http://www.koinlocal6.com/news/local/story/One-arrested-in-Occupy-protest-at-Portland-World/powdoXA2FEWCgbD5_x4h8A.cspx,53,53,033,033,63000,1512650,350,516259,563374,SEATTLE,WA,WASHINGTON,1,b'             ',1,0,4260,4260,0,b'             ',0,-122.3503,47.6218
12/12/2011,Port Hueneme,1,http://online.wsj.com/article/APb28c89410c414543b991291f318f1ec2.html,06,06,111,111,58296,0611158,b'           ',20319,21845,PORT HUENEME,CA,CALIFORNIA,3,b'             ',3,0,5960,5960,0,b'             ',0,-119.2034,34.1621
12/12/2011,Los Angeles,2,http://www.reporterherald.com/news/loveland-local-news/ci_19528899,06,06,037,037,20802,1660583,261,126379,124283,EAST LOS ANGELES,CA,CALIFORNIA,3,b'             ',3,0,8470,8470,0,b'             ',0,-118.1686,34.0326
12/12/2011,San Diego,5,http://www.katu.com/news/business/Occupy-Portland-hits-some-speedbumps-before-port-protest-135437088.html,06,06,073,073,66000,0607366,b'           ',54249,54260,SAN DIEGO,CA,CALIFORNIA,1,b'             ',1,0,8720,7640,0,b'             ',0,-117.1564,32.7153
12/12/2011,Bellingham,12,http://blog.chron.com/newswatch/2011/12/occupy-houston-plans-protest-at-houston-port/,53,53,073,073,05280,1512001,100,52179,67171,BELLINGHAM,WA,WASHINGTON,1,b'             ',1,0,4180,4180,0,b'             ',0,-122.4669,48.744
12/11/2011,San Francisco,55,http://www.king5.com/news/cities/seattle/Occupy-Seattle-aims-to-shut-down-Port-of-Seattle-135434593.html,06,06,075,075,b'       ',277593,52,0,b'            ',SAN FRANCISCO,CA,CALIFORNIA,1,b'             ',1,0,13080,13080,0,b'             ',0,-122.41942,37.77493
12/10/2011,Boston,47,http://latimesblogs.latimes.com/lanow/2011/12/camarillo-lawyer-arrested-at-port-hueneme-occupy-protest.html,25,25,025,025,07000,617565,20,574283,589141,BOSTON,MA,MASSACHUSETTS,1,b'             ',1,0,3170,2320,0,b'             ',0,-71.06667,42.31667
12/10/2011,Erie,1,"http://www.ktla.com/news/landing/ktla-occupy-ports,0,2198544.story",42,42,049,049,24000,1174305,b'           ',108718,103717,ERIE,PA,PENNSYLVANIA,1,b'             ',1,0,13060,13060,0,b'             ',0,-80.0866,42.1258
12/9/2011,Sacramento,1,"http://www.fox5sandiego.com/news/kswb-port-of-san-diego-blockade-occupy-protesters-demonstrate-at-port-20111212,0,7590013.story",06,06,067,067,64000,0606764,b'           ',369365,407018,SACRAMENTO,CA,CALIFORNIA,1,b'             ',1,0,8670,8670,0,b'             ',0,-121.4674,38.5669
12/9/2011,Bremerton,1,http://www.bellinghamherald.com/2011/12/13/2310008/dozen-occupy-bellingham-protesters.html,53,53,035,035,07695,1513045,20,38142,37259,BREMERTON,WA,WASHINGTON,1,b'             ',1,0,4120,4120,0,b'             ',0,-122.702,47.5489
12/9/2011,Grand Junction,3,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2011/12/11/BA4P1MB7UA.DTL&tsp=1,08,08,077,077,31660,204662,4597,29034,41986,GRAND JUNCTION,CO,COLORADO,1,+,1+,0,50,0,0,L,304,-108.5529,39.0873
12/9/2011,Springfield,2,http://usnews.msnbc.msn.com/_news/2011/12/10/9344261-police-arrest-47-as-boston-occupy-camp-is-broken-up,17,17,167,167,72000,426595,600,105227,111454,SPRINGFIELD,IL,ILLINOIS,1,b'             ',1,0,13010,13010,0,b'             ',1127,-89.6447,39.7814
12/9/2011,Phoenix,6,http://www.erietvnews.com/story/16299269/city-removes-occupy-erie-tents,04,04,013,013,55000,44784,1072,983403,1321045,PHOENIX,AZ,ARIZONA,1,b'             ',1,0,9000,1790,0,b'             ',0,-112.0714,33.5425
12/8/2011,Sacramento,21,http://www.kcra.com/r/29961308/detail.html,06,06,067,067,64000,0606764,b'           ',369365,407018,SACRAMENTO,CA,CALIFORNIA,1,b'             ',1,0,8670,8670,0,b'             ',0,-121.4674,38.5669
12/8/2011,Orlando,5,http://www.kitsapsun.com/news/2011/dec/09/another-occupy-arrest-at-kitsap-county-auction/,12,12,095,095,53000,288240,106,164693,185951,ORLANDO,FL,FLORIDA,1,b'             ',1,0,7460,7460,0,b'             ',0,-81.3742,28.5047
12/8/2011,Fort Worth,1,http://www.gjfreepress.com/article/20111117/COMMUNITY_NEWS/111119958/1001&parentprofile=1060,48,48,439,439,27000,1380947,b'           ',447619,534694,FORT WORTH,TX,TEXAS,1,b'             ',1,0,13420,13420,0,b'             ',0,-97.3362,32.7539
12/8/2011,Santa Cruz,8,http://www.sj-r.com/top-stories/x1445540581/Two-cited-outside-congressman-s-office-for-writing-on-sidewalk,06,06,087,087,69112,0608769,b'           ',49040,54593,SANTA CRUZ,CA,CALIFORNIA,1,b'             ',1,0,7440,7440,0,b'             ',0,-122.0358,36.9733
12/7/2011,San Francisco,70,http://citizensnewsdaily.com/2011/12/09/occupy-phoenix-6-arrested-equipment-seized/,06,06,075,075,b'       ',277593,52,0,b'            ',SAN FRANCISCO,CA,CALIFORNIA,1,b'             ',1,0,13080,13080,0,b'             ',0,-122.41942,37.77493
12/7/2011,Washington,85,http://www.kcra.com/mostpopular/29950855/detail.html,11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
12/7/2011,Boulder,7,"http://www.orlandosentinel.com/news/local/breakingnews/os-occupy-orlando-five-arrested-2-20111208,0,6568309.story",08,08,013,013,07850,178680,5344,83312,94673,BOULDER,CO,COLORADO,2,+,2+,0,60,0,0,L,78,-105.251,40.0269
12/7/2011,Dayton,5,http://www.star-telegram.com/2011/12/08/3582202/occupy-fort-worth-protester-arrested.html,39,39,113,113,21000,1064514,750,182044,166179,DAYTON,OH,OHIO,1,b'             ',1,0,10430,10430,0,b'             ',0,-84.1974,39.7791
12/6/2011,New Orleans,1,http://www.mercurynews.com/breaking-news/ci_19496188,22,22,071,071,55000,2207155,b'           ',496938,484674,EAST NEW ORLEANS,LA,LOUISIANA,1,b'             ',1,0,3910,3910,0,b'             ',0,-89.9314,30.0658
12/6/2011,Tucson,8,http://www.sfexaminer.com/local/crime/2011/12/occupy-sf-raided-san-francisco-police-70-arrested,04,04,019,019,77000,43534,2483,405390,486699,TUCSON,AZ,ARIZONA,1,b'             ',1,0,1780,1780,0,b'             ',0,-110.8917,32.1958
12/6/2011,Washington,1,http://www.seattlepi.com/news/article/Protesters-arrested-in-DC-after-K-Street-shutdown-2368600.php#ixzz1fvyoFvhe,11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
12/6/2011,Atlanta,1,http://www.kktv.com/home/headlines/Occupy_Boulder_Gets_Deaf_Ear_From_City_Council_135172058.html,13,13,121,121,04000,351615,1016,0,486411,ATLANTA,GA,GEORGIA,1,b'             ',1,0,10000,10000,0,b'             ',0,-84.39035,33.74884
12/6/2011,Hartford,1,http://www.daytondailynews.com/news/crime/occupy-dayton-members-arrested-1295832.html,09,09,003,003,37000,213160,75,139739,121578,HARTFORD,CT,CONNECTI,1,b'             ',1,0,6130,1170,0,b'             ',0,-72.6839,41.7657
12/5/2011,San Diego,9,http://www.foxnews.com/us/2011/12/06/police-clear-out-occupy-new-orleans-camp/,06,06,073,073,66000,0607366,b'           ',54249,54260,SAN DIEGO,CA,CALIFORNIA,1,b'             ',1,0,8720,7640,0,b'             ',0,-117.1564,32.7153
12/5/2011,Orlando,7,http://www.kvoa.com/news/tpd-arrests-8-occupiers-monday-2-booked-into-jail/,12,12,095,095,53000,288240,106,164693,185951,ORLANDO,FL,FLORIDA,1,b'             ',1,0,7460,7460,0,b'             ',0,-81.3742,28.5047
12/5/2011,Medford,6,http://articles.cnn.com/2011-12-06/us/us_dc-capitol-protest_1_protesters-new-movement-jobs-bill?_s=PM:US,41,41,029,029,47000,1124040,1383,46951,63154,MEDFORD,OR,OREGON,1,b'             ',1,0,2790,2790,0,b'             ',0,-122.8531,42.3398
12/5/2011,Bend,8,http://www.ajc.com/news/occupy-protesters-show-up-1252811.html,41,41,017,017,05800,1137914,3629,20469,52029,BEND,OR,OREGON,1,b'             ',1,0,2690,2690,0,b'             ',0,-121.311,44.066
12/5/2011,Portland,1,"http://www.courant.com/mobile/hc-campbell-rachel-1216-20111216,0,1105917.column",41,41,051,051,59000,1136645,b'           ',437319,529121,PORTLAND DOWNTOWN,OR,OREGON,1,b'             ',1,0,4000,2840,0,b'             ',0,-122.68,45.52
12/5/2011,Bowling Green,3,http://www.signonsandiego.com/news/2011/dec/05/nine-occupy-san-diego-protesters-arrested/,39,39,173,173,07972,1048538,700,28176,29636,BOWLING GREEN,OH,OHIO,1,b'             ',1,0,10040,10040,0,b'             ',0,-83.6495,41.3764
12/4/2011,Portland,19,http://articles.orlandosentinel.com/2011-12-05/news/os-occupy-orlando-eviction-20111205_1_demonstrators-protesters-officers,41,41,051,051,59000,1136645,b'           ',437319,529121,PORTLAND DOWNTOWN,OR,OREGON,1,b'             ',1,0,4000,2840,0,b'             ',0,-122.68,45.52
12/4/2011,Washington,31,http://www.ktvz.com/news/29928771/detail.html,11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
12/4/2011,New York,6,http://www.ktvz.com/news/29928771/detail.html,36,36,017,017,b'       ',946252,112,0,8008278,NEW YORK,NY,NEW YORK,b'             ',b'             ',b'              ',0,0,0,0,b'             ',0,-73.96542,40.78232
12/4/2011,Santa Cruz,2,http://www.oregonlive.com/portland/index.ssf/2011/12/one_arrest_this_morning_at_occ.html,06,06,087,087,69112,0608769,b'           ',49040,54593,SANTA CRUZ,CA,CALIFORNIA,1,b'             ',1,0,7440,7440,0,b'             ',0,-122.0358,36.9733
12/3/2011,Seattle,16,http://www.toledoblade.com/Police-Fire/2011/12/05/3-arrested-when-police-break-up-Occupy-BG-camp.html,53,53,033,033,63000,1512650,350,516259,563374,SEATTLE,WA,WASHINGTON,1,b'             ',1,0,4260,4260,0,b'             ',0,-122.3503,47.6218
12/3/2011,Bronx,5,http://www.washingtontimes.com/news/2011/dec/4/police-portland-park-arrest-saturday/,36,36,119,119,08532,944824,100,6028,6543,BRONXVILLE,NY,NEW YORK,2,b'             ',2,0,6810,6810,0,b'             ',0,-73.8273,40.9389
12/3/2011,Nashville,4,http://www.nytimes.com/2011/12/05/us/occupy-dc-stopped-from-putting-up-a-building.html?_r=1,47,47,037,037,52006,1652484,b'           ',488374,504505,NASHVILLE,TN,TENNESSE,1,b'             ',1,0,3710,3710,0,b'             ',0,-86.7848,36.1716
12/3/2011,Los Angeles,1,http://blogs.villagevoice.com/runninscared/2011/12/occupy_wall_str_35.php,06,06,037,037,20802,1660583,261,126379,124283,EAST LOS ANGELES,CA,CALIFORNIA,3,b'             ',3,0,8470,8470,0,b'             ',0,-118.1686,34.0326
12/2/2011,New Haven,2,http://www.mercurynews.com/breaking-news/ci_19469436,09,09,009,009,52000,209231,75,130474,123626,NEW HAVEN,CT,CONNECTI,1,b'             ',1,0,1160,1160,0,b'             ',0,-72.9241,41.3101
12/2/2011,Bremerton,1,http://www.seattlepi.com/local/komo/article/Cops-arrest-16-Occupy-protesters-on-Capitol-Hill-2342151.php,53,53,035,035,07695,1513045,20,38142,37259,BREMERTON,WA,WASHINGTON,1,b'             ',1,0,4120,4120,0,b'             ',0,-122.702,47.5489
12/1/2011,Tampa,29,http://www.nydailynews.com/new-york/bronx/police-arrest-people-break-occupy-bronx-rally-community-garden-razed-city-housing-article-1.987207,12,12,057,057,71000,292005,48,280015,303447,TAMPA,FL,FLORIDA,1,b'             ',1,0,7490,7490,0,b'             ',0,-82.4821,27.959
12/1/2011,San Francisco,2,http://www.tennessean.com/article/20111203/NEWS02/312030084/Journalist-detained-as-Occupy-Nashville-holds-statewide-assembly,06,06,075,075,b'       ',277593,52,0,b'            ',SAN FRANCISCO,CA,CALIFORNIA,1,b'             ',1,0,13080,13080,0,b'             ',0,-122.41942,37.77493
12/1/2011,Eureka,1,http://latimesblogs.latimes.com/lanow/2011/12/occupy-la-protester-arrested.html,06,06,023,023,23042,277605,44,27025,26128,EUREKA,CA,CALIFORNIA,1,b'             ',1,0,6470,6470,0,b'             ',0,-124.16,40.8
12/1/2011,Boston,1,http://www.nhregister.com/articles/2011/12/02/news/doc4ed96b9a3586e602569636.txt,25,25,025,025,07000,617565,20,574283,589141,BOSTON,MA,MASSACHUSETTS,1,b'             ',1,0,3170,2320,0,b'             ',0,-71.06667,42.31667
12/1/2011,Phoenix,6,http://www.portorchardindependent.com/news/134940803.html,04,04,013,013,55000,44784,1072,983403,1321045,PHOENIX,AZ,ARIZONA,1,b'             ',1,0,9000,1790,0,b'             ',0,-112.0714,33.5425
12/1/2011,Minneapolis,2,http://www.msnbc.msn.com/id/45527511/ns/us_news/#.Ttmv92Xgfrc,27,27,053,053,43000,655030,850,368383,382618,MINNEAPOLIS,MN,MINNESOTA,1,b'             ',1,0,8610,8610,0,b'             ',0,-93.2668,44.9618
11/30/2011,Los Angeles,292,http://www.mercurynews.com/news/ci_19454655,06,06,037,037,20802,1660583,261,126379,124283,EAST LOS ANGELES,CA,CALIFORNIA,3,b'             ',3,0,8470,8470,0,b'             ',0,-118.1686,34.0326
11/30/2011,Philadelphia,52,http://www.times-standard.com/localnews/ci_19446877,42,42,101,101,b'       ',1209052,b'           ',0,1209052,PHILADELPHIA,PA,PENNSYLVANIA,b'             ',b'             ',1,0,13080,0,0,b'             ',0,-75.1347,40.0068
11/30/2011,Tucson,11,http://www.thebostonchannel.com/mostpopular/29903038/detail.html,04,04,019,019,77000,43534,2483,405390,486699,TUCSON,AZ,ARIZONA,1,b'             ',1,0,1780,1780,0,b'             ',0,-110.8917,32.1958
11/30/2011,Charlottesville,18,"http://www.alternet.org/newsandviews/article/741632/occupy_phoenix_demonstrators_arrested,_pepper_sprayed_for_protesting_alec_meeting/",51,51,540,540,14968,1498463,594,40341,45049,CHARLOTTESVILLE,VA,VIRGINIA,01,b'             ',01,0,1900,3380,0,b'             ',0,-78.4857,38.0374
11/30/2011,Bloomington,5,http://minnesota.cbslocal.com/2011/12/01/police-take-down-tents-of-occupy-mn-protesters/,18,18,105,105,05860,431207,b'           ',60633,69291,BLOOMINGTON,IN,INDIANA,1,b'             ',1,0,5800,5800,0,b'             ',0,-86.5215,39.1666
11/30/2011,Riverside,3,http://latimesblogs.latimes.com/lanow/2011/11/occupy-la-292-arrested-in-camp-shutdown-1.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+lanowblog+%28L.A.+Now%29&utm_content=Google+Feedfetcher,12,12,031,031,35160,301654,5,635230,635230,RIVERSIDE,FL,FLORIDA,2,b'             ',2,0,4000,7510,0,b'             ',0,-81.684,30.3127
11/29/2011,San Diego,1,http://www.cnn.com/2011/11/30/us/california-occupy-los-angeles/index.html,06,06,073,073,66000,0607366,b'           ',54249,54260,SAN DIEGO,CA,CALIFORNIA,1,b'             ',1,0,8720,7640,0,b'             ',0,-117.1564,32.7153
11/29/2011,Tampa,2,http://www.kvoa.com/news/11-occupy-tucson-protesters-arrested-wednesday-night/,12,12,057,057,71000,292005,48,280015,303447,TAMPA,FL,FLORIDA,1,b'             ',1,0,7490,7490,0,b'             ',0,-82.4821,27.959
11/29/2011,Olympia,11,http://www.newsplex.com/home/headlines/Occupy_Charlottesville_Decision_Tuesday_134569583.html,53,53,067,067,51300,1533353,130,33840,42514,OLYMPIA,WA,WASHINGTON,1,b'             ',1,0,4090,4090,0,b'             ',0,-122.8938,47.0419
11/29/2011,Tucson,2,http://indianapublicmedia.org/news/protesters-arrested-kelley-school-demonstration-24126/,04,04,019,019,77000,43534,2483,405390,486699,TUCSON,AZ,ARIZONA,1,b'             ',1,0,1780,1780,0,b'             ',0,-110.8917,32.1958
11/28/2011,Los Angeles,5,http://latimesblogs.latimes.com/lanow/2011/11/3-arrested-after-police-raid-occupy-riverside-.html,06,06,037,037,20802,1660583,261,126379,124283,EAST LOS ANGELES,CA,CALIFORNIA,3,b'             ',3,0,8470,8470,0,b'             ',0,-118.1686,34.0326
11/28/2011,Olympia,4,http://www.signonsandiego.com/news/2011/nov/29/occupy-sd-trespassing-arrest-lights-up-twitter/,53,53,067,067,51300,1533353,130,33840,42514,OLYMPIA,WA,WASHINGTON,1,b'             ',1,0,4090,4090,0,b'             ',0,-122.8938,47.0419
11/28/2011,Wilmington,1,http://www2.tbo.com/news/breaking-news/2011/dec/01/menewso5-no-occupy-tampa-eviction-expected-ar-328614/,37,37,129,129,74440,1023269,50,55530,75838,WILMINGTON,NC,NORTH CAROLINA,1,b'             ',1,0,6020,6020,0,b'             ',0,-77.9113,34.2124
11/27/2011,Augusta,9,"http://www.myfoxspokane.com/news/kcpq-occupy-protestors-gear-up-to-clash-with-police-again-in-olympia-20111129,0,7772767.story",23,23,011,011,02100,581636,153,21325,18560,AUGUSTA,ME,MAINE,1,b'             ',1,0,1993,480,0,b'             ',0,-69.78,44.3106
11/26/2011,Tucson,2,http://www.kold.com/story/16149647/chalking-assault-lead-to-arrests-of-occupy-tucson-demonstrators,04,04,019,019,77000,43534,2483,405390,486699,TUCSON,AZ,ARIZONA,1,b'             ',1,0,1780,1780,0,b'             ',0,-110.8917,32.1958
11/25/2011,Raleigh,6,http://usnews.msnbc.msn.com/_news/2011/11/27/9053619-five-arrested-after-deadline-passes-for-occupy-la,37,37,183,183,55000,1024242,350,207951,276093,RALEIGH,NC,NORTH CAROLINA,1,b'             ',1,0,14999,6090,0,b'             ',0,-78.6588,35.822
11/25/2011,Syracuse,6,http://seattletimes.nwsource.com/html/localnews/2016881758_legislature29m.html?prmid=4939,36,36,067,067,73000,966966,390,163860,147306,SYRACUSE,NY,NEW YORK,1,b'             ',1,0,9610,9610,0,b'             ',0,-76.1441,43.0411
11/25/2011,Harrisburg,1,http://www.wwaytv3.com/2011/11/28/occupy-protester-arrested-wilmington,42,42,043,043,32800,1213649,b'           ',52376,48950,HARRISBURG,PA,PENNSYLVANIA,1,b'             ',1,0,12990,12990,0,b'             ',0,-76.8845,40.276
11/25/2011,Oklahoma City,10,http://www.onlinesentinel.com/news/nine-protesters-arrested-in-augusta_2011-11-27.html,40,40,109,109,55000,1102140,b'           ',444719,506132,OKLAHOMA CITY,OK,OKLAHOMA,b'             ',b'             ',1,0,44472,100,0,b'             ',0,-97.5135,35.4671
11/25/2011,Portland,5,http://tucsoncitizen.com/tucson-progressive/2011/11/26/two-more-early-morning-arrests-at-occupy-tucson-poll/,23,23,005,005,71990,573692,75,23163,64249,PORTLAND,ME,MAINE,1,b'             ',1,0,3000,1020,0,b'             ',0,-70.2558,43.6614
11/25/2011,Austin,1,http://www2.nbc17.com/news/wake-county/2011/nov/25/six-protesters-arrested-crabtree-valley-mall-ralei-ar-1646859/,48,48,453,453,05000,1384879,b'           ',465622,656562,AUSTIN,TX,TEXAS,1,b'             ',1,0,13430,13430,0,b'             ',0,-97.7505,30.3059
11/25/2011,Eugene,1,http://www.syracuse.com/news/index.ssf/2011/11/occupy_syracuse_protesters_arr.html,41,41,039,039,23850,1120527,419,112669,137893,EUGENE,OR,OREGON,1,b'             ',1,0,4000,2830,0,b'             ',0,-123.1122,44.053
11/25/2011,Tucson,1,http://www.whptv.com/mostpopular/story/UPDATE-Occupy-Harrisburg-zombie-protester/cjRQtjaNxUm5uUwN2N0T5w.cspx,04,04,019,019,77000,43534,2483,405390,486699,TUCSON,AZ,ARIZONA,1,b'             ',1,0,1780,1780,0,b'             ',0,-110.8917,32.1958
11/24/2011,Oakland,1,http://hosted2.ap.org/ALDEC/TDNational/Article_2011-11-25-Occupy%20OKC-Arrests/id-6de254e918454b38b4f2032c9a9b6931,06,06,001,001,53000,0600153,b'           ',372242,399484,OAKLAND,CA,CALIFORNIA,1,b'             ',1,0,8680,8680,0,b'             ',0,-122.2245,37.7715
11/24/2011,San Diego,4,http://www.wlbz2.com/news/article/180417/3/Five-arrested-at-Occupy-Maine,06,06,073,073,66000,0607366,b'           ',54249,54260,SAN DIEGO,CA,CALIFORNIA,1,b'             ',1,0,8720,7640,0,b'             ',0,-117.1564,32.7153
11/24/2011,Tucson,34,http://www.kvue.com/home/Occupy-Austin-expands-to-Bee-Cave-Capitol-134517953.html,04,04,019,019,77000,43534,2483,405390,486699,TUCSON,AZ,ARIZONA,1,b'             ',1,0,1780,1780,0,b'             ',0,-110.8917,32.1958
11/23/2011,Charleston,10,http://www.kptv.com/story/16121837/occupy-eugene,45,45,019,019,13330,1221516,118,80414,96650,CHARLESTON,SC,SOUTH CAROLINA,1,b'             ',1,0,5800,3390,0,b'             ',0,-79.9375,32.7833
11/22/2011,Austin,1,http://www.kvoa.com/news/raw-video-former-mayoral-candidate-arrested-at-occupy-tucson/,48,48,453,453,05000,1384879,b'           ',465622,656562,AUSTIN,TX,TEXAS,1,b'             ',1,0,13430,13430,0,b'             ',0,-97.7505,30.3059
11/21/2011,Springfield,15,http://www.ktvu.com/news/news/one-arrest-after-occupy-oakland-protesters-confron/nFmhT/,17,17,167,167,72000,426595,600,105227,111454,SPRINGFIELD,IL,ILLINOIS,1,b'             ',1,0,13010,13010,0,b'             ',1127,-89.6447,39.7814
11/21/2011,Colorado Springs,1,http://abcnews.go.com/US/wireStory/occupy-movements-nationwide-celebrate-holiday-15024341#.Ts9LaGXgfrc,08,08,041,041,16000,204797,6008,281140,360890,COLORADO SPRINGS,CO,COLORADO,1,+,1+,0,188,0,0,L,158,-104.7599,38.8632
11/20/2011,Albany,48,http://azstarnet.com/news/local/crime/police-cite-occupy-tucson-protesters/article_91c78750-16b2-11e1-97f2-001cc4c002e0.html,36,36,001,001,01000,977310,127,101082,95658,ALBANY,NY,NEW YORK,1,b'             ',1,0,9600,9600,0,b'             ',0,-73.7785,42.6606
11/20/2011,San Francisco,6,http://www.live5news.com/story/16107728/several-occupy-charleston-demonstrators-arrested,06,06,075,075,b'       ',277593,52,0,b'            ',SAN FRANCISCO,CA,CALIFORNIA,1,b'             ',1,0,13080,13080,0,b'             ',0,-122.41942,37.77493
11/19/2011,Minneapolis,2,http://www.kvue.com/news/local/Occupy-Austin-protester-arrested-134313773.html,27,27,053,053,43000,655030,850,368383,382618,MINNEAPOLIS,MN,MINNESOTA,1,b'             ',1,0,8610,8610,0,b'             ',0,-93.2668,44.9618
11/18/2011,Davis,10,http://www.reuters.com/article/2011/11/22/us-protests-massachusetts-idUSTRE7AL03W20111122,06,06,113,113,18100,277225,2920,46209,60308,DAVIS,CA,CALIFORNIA,1,b'             ',1,0,7400,7330,0,b'             ',0,-121.7359,38.5549
11/18/2011,Los Angeles,14,http://www.krdo.com/news/29820409/detail.html,06,06,037,037,20802,1660583,261,126379,124283,EAST LOS ANGELES,CA,CALIFORNIA,3,b'             ',3,0,8470,8470,0,b'             ',0,-118.1686,34.0326
11/18/2011,Eugene,17,http://www.timesunion.com/local/article/Biggest-Occupy-Albany-arrest-yet-2277881.php,41,41,039,039,23850,1120527,419,112669,137893,EUGENE,OR,OREGON,1,b'             ',1,0,4000,2830,0,b'             ',0,-123.1122,44.053
11/18/2011,Phoenix,8,http://www.mercurynews.com/news/ci_19377933,04,04,013,013,55000,44784,1072,983403,1321045,PHOENIX,AZ,ARIZONA,1,b'             ',1,0,9000,1790,0,b'             ',0,-112.0714,33.5425
11/18/2011,Portland,2,http://www.mndaily.com/2011/11/19/two-arrested-protesters-occupy-u-lecturers-house,23,23,005,005,71990,573692,75,23163,64249,PORTLAND,ME,MAINE,1,b'             ',1,0,3000,1020,0,b'             ',0,-70.2558,43.6614
11/18/2011,Austin,5,http://www.kcra.com/r/29809851/detail.html,48,48,453,453,05000,1384879,b'           ',465622,656562,AUSTIN,TX,TEXAS,1,b'             ',1,0,13430,13430,0,b'             ',0,-97.7505,30.3059
11/18/2011,Philadelphia,12,http://www.sacbee.com/2011/11/18/4065634/14-arrested-in-anti-wall-street.html,42,42,101,101,b'       ',1209052,b'           ',0,1209052,PHILADELPHIA,PA,PENNSYLVANIA,b'             ',b'             ',1,0,13080,0,0,b'             ',0,-75.1347,40.0068
11/18/2011,Fort Myers,1,http://www.kptv.com/story/16075150/occupy-eugen,12,12,071,071,24125,282700,10,45206,48208,FORT MYERS,FL,FLORIDA,1,b'             ',1,0,8100,7100,0,b'             ',0,-81.8506,26.6306
11/18/2011,Albany,4,http://www.azcentral.com/news/articles/2011/11/18/20111118protesters-arrested-occupy-phoenix.html,36,36,001,001,01000,977310,127,101082,95658,ALBANY,NY,NEW YORK,1,b'             ',1,0,9600,9600,0,b'             ',0,-73.7785,42.6606
11/18/2011,Hartford,13,http://www.pressherald.com/news/a-violent-overnight-at-occupy-maine-site_2011-11-19.html,09,09,003,003,37000,213160,75,139739,121578,HARTFORD,CT,CONNECTI,1,b'             ',1,0,6130,1170,0,b'             ',0,-72.6839,41.7657
11/17/2011,Houston,12,http://www.kvue.com/news/APD-arrests-five-chained-to-tree-at-Occupy-Austin--134150848.html,48,48,201,201,35000,1380948,b'           ',1630553,1953631,HOUSTON,TX,TEXAS,1,b'             ',1,0,13470,13470,0,b'             ',0,-95.3867,29.7687
11/17/2011,Philadelphia,24,http://philadelphia.cbslocal.com/2011/11/18/occupy-philly-protesters-arrested-at-center-city-bank-sit-in/,42,42,101,101,b'       ',1209052,b'           ',0,1209052,PHILADELPHIA,PA,PENNSYLVANIA,b'             ',b'             ',1,0,13080,0,0,b'             ',0,-75.1347,40.0068
11/17/2011,St. Louis,14,http://www.naplesnews.com/news/2011/nov/18/occupy-kicked-out-fort-myers-park-1-arrested/,29,29,510,510,65000,765765,b'           ',396685,348189,ST. LOUIS,MO,MISSOURI,1,b'             ',1,0,9820,9820,0,b'             ',0,-90.2443,38.636
11/17/2011,Minneapolis,11,http://www.timesunion.com/local/article/4-arrests-Thursday-at-Occupy-Albany-2276445.php#photo-1766229,27,27,053,053,43000,655030,850,368383,382618,MINNEAPOLIS,MN,MINNESOTA,1,b'             ',1,0,8610,8610,0,b'             ',0,-93.2668,44.9618
